SP_RX_RAll_A0	SP_RY_RAll_A0
NAN	0
NAN	NAN
NAN	1
NAN	NAN
NAN	2
NAN	NAN
NAN	3
NAN	NAN
NAN	4
NAN	NAN
NAN	5
NAN	NAN
NAN	6
NAN	NAN
NAN	7
NAN	NAN
NAN	8
NAN	NAN
NAN	9
NAN	NAN
NAN	10
NAN	NAN
NAN	11
NAN	NAN
NAN	12
NAN	NAN
NAN	13
NAN	NAN
NAN	14
NAN	NAN
288.6076	15
339.7106	15
NAN	NAN
NAN	16
NAN	NAN
NAN	17
NAN	NAN
NAN	18
NAN	NAN
