SP_RX_RAll_A0	SP_RY_RAll_A0
85.48837	0
NAN	NAN
NAN	1
NAN	NAN
NAN	2
NAN	NAN
NAN	3
NAN	NAN
1009.242	4
NAN	NAN
NAN	5
NAN	NAN
852.1313	6
895.276	6
906.8022	6
915.5463	6
936.9566	6
1010.212	6
1022.351	6
1085.436	6
1123.234	6
1140.751	6
NAN	NAN
819.5104	7
840.275	7
908.2111	7
1020.582	7
1091.242	7
1123.574	7
1205.959	7
1262.735	7
NAN	NAN
NAN	8
NAN	NAN
NAN	9
NAN	NAN
NAN	10
NAN	NAN
NAN	11
NAN	NAN
NAN	12
NAN	NAN
998.7688	13
1348.279	13
NAN	NAN
833.4576	14
857.7372	14
920.1404	14
944.7571	14
978.6253	14
1031.302	14
1123.073	14
NAN	NAN
828.5359	15
863.4034	15
925.2823	15
950.6212	15
1106.836	15
1145.393	15
1262.927	15
1379.848	15
NAN	NAN
NAN	16
NAN	NAN
NAN	17
NAN	NAN
1056.15	18
NAN	NAN
862.0561	19
NAN	NAN
901.2249	20
NAN	NAN
NAN	21
NAN	NAN
849.8798	22
872.0212	22
888.6719	22
909.6631	22
947.6135	22
993.7155	22
1071.568	22
1080.201	22
1145.942	22
NAN	NAN
831.3203	23
843.1108	23
866.9832	23
876.169	23
907.0812	23
932.1031	23
957.0385	23
985.181	23
1015.86	23
1056.867	23
1099.511	23
1141.714	23
1203.21	23
1499.235	23
NAN	NAN
NAN	24
NAN	NAN
NAN	25
NAN	NAN
895.4297	26
1090.732	26
NAN	NAN
NAN	27
NAN	NAN
915.6794	28
NAN	NAN
1371.687	29
NAN	NAN
835.1253	30
849.8801	30
893.4182	30
906.6436	30
970.3796	30
1063.738	30
1077.448	30
1120.681	30
1169.363	30
NAN	NAN
833.2636	31
873.7192	31
917.7266	31
938.9572	31
977.3084	31
1021.811	31
1033.517	31
1067.995	31
1203.008	31
1532.626	31
NAN	NAN
