SP_RX_RAll_A0	SP_RY_RAll_A0
452.2186	0
2205.809	0
2226.648	0
2239.132	0
2339.816	0
2567.397	0
NAN	NAN
2239.579	1
2412.976	1
NAN	NAN
2250.7	2
2263.862	2
NAN	NAN
2231.114	3
2270.08	3
2600.466	3
NAN	NAN
2280.401	4
2301.12	4
NAN	NAN
NAN	5
NAN	NAN
2707.624	6
NAN	NAN
2197.999	7
3470.703	7
NAN	NAN
NAN	8
NAN	NAN
2657.588	9
NAN	NAN
2205.794	10
2226.259	10
2744.771	10
NAN	NAN
2312.786	11
2328.744	11
NAN	NAN
2211.219	12
2231.218	12
2247.513	12
2260.476	12
2313.803	12
2326.25	12
2459.87	12
NAN	NAN
