SP_RX_RAll_A0	SP_RY_RAll_A0
2189.916	0
NAN	NAN
2200.314	1
2217.733	1
2236.952	1
2277.281	1
2327.888	1
2432.921	1
2581.147	1
2794.821	1
NAN	NAN
2193.767	2
2233.301	2
NAN	NAN
NAN	3
NAN	NAN
2176.141	4
2189.588	4
NAN	NAN
NAN	5
NAN	NAN
NAN	6
NAN	NAN
NAN	7
NAN	NAN
NAN	8
NAN	NAN
NAN	9
NAN	NAN
NAN	10
NAN	NAN
NAN	11
NAN	NAN
2206.037	12
NAN	NAN
