SP_RX_RAll_A0	SP_RY_RAll_A0
2167.473	0
NAN	NAN
2202.071	1
2231.641	1
2247.756	1
2262.506	1
2432.83	1
2474.536	1
2582.15	1
NAN	NAN
2202.537	2
NAN	NAN
NAN	3
NAN	NAN
1675.979	4
2184.118	4
2198.906	4
2215.945	4
NAN	NAN
NAN	5
NAN	NAN
NAN	6
NAN	NAN
NAN	7
NAN	NAN
NAN	8
NAN	NAN
NAN	9
NAN	NAN
NAN	10
NAN	NAN
NAN	11
NAN	NAN
NAN	12
NAN	NAN
