SP_RX_RAll_A0	SP_RY_RAll_A0
2141.466	0
2156.314	0
2228.229	0
3273.862	0
NAN	NAN
2229.65	1
2249.909	1
2266.229	1
2276.979	1
NAN	NAN
2220.156	2
NAN	NAN
NAN	3
NAN	NAN
2198.156	4
2222.926	4
NAN	NAN
NAN	5
NAN	NAN
NAN	6
NAN	NAN
NAN	7
NAN	NAN
NAN	8
NAN	NAN
NAN	9
NAN	NAN
NAN	10
NAN	NAN
2235.016	11
2256.891	11
NAN	NAN
NAN	12
NAN	NAN
