SP_RX_RAll_A0	SP_RY_RAll_A0
2174.03	0
2187.314	0
2931.09	0
2952.561	0
NAN	NAN
2222.498	1
2259.33	1
2277.042	1
2336.04	1
2361.476	1
2430.901	1
2471.753	1
2587.857	1
2814.789	1
3862.026	1
NAN	NAN
2191.871	2
2267.409	2
2900.818	2
3377.545	2
3922.1	2
NAN	NAN
NAN	3
NAN	NAN
2171.086	4
2183.874	4
2195.525	4
NAN	NAN
2216.478	5
4818.018	5
NAN	NAN
2173.706	6
3261.421	6
NAN	NAN
NAN	7
NAN	NAN
NAN	8
NAN	NAN
2205.34	9
NAN	NAN
2220.829	10
NAN	NAN
2201.609	11
NAN	NAN
2208.716	12
NAN	NAN
