SP_RX_RAll_A0	SP_RY_RAll_A0
2192.741	0
2313.658	0
NAN	NAN
2200.162	1
2229.301	1
2256.721	1
2299.326	1
2335.088	1
2591.126	1
NAN	NAN
2195.191	2
2211.865	2
2895.638	2
2926.094	2
NAN	NAN
NAN	3
NAN	NAN
2176.655	4
2186.124	4
2217.064	4
NAN	NAN
2192.761	5
NAN	NAN
NAN	6
NAN	NAN
NAN	7
NAN	NAN
3738.013	8
NAN	NAN
NAN	9
NAN	NAN
2229.838	10
2243.043	10
NAN	NAN
NAN	11
NAN	NAN
2258.052	12
2273.154	12
NAN	NAN
