SP_RX_RAll_A0	SP_RY_RAll_A0
44.92713	0
66.78383	0
135.8282	0
168.1714	0
230.4348	0
267.4269	0
408.6436	0
468.5734	0
497.6582	0
596.7253	0
680.0332	0
742.0214	0
785.2283	0
814.9284	0
931.8428	0
965.8138	0
1060.8	0
1174.007	0
1225.073	0
1338.222	0
1369.064	0
1395.169	0
1439.497	0
1608.186	0
1639.032	0
1718.802	0
1766.209	0
1808.627	0
1852.155	0
1901.261	0
2059.633	0
2230.739	0
2248.956	0
2380.216	0
2554.743	0
2597.51	0
2630.242	0
2660.921	0
2695.604	0
2880.3	0
NAN	NAN
122.2137	1
144.0577	1
164.3721	1
183.4641	1
371.4102	1
453.9164	1
637.2051	1
694.2015	1
735.5812	1
755.1647	1
823.1607	1
993.1149	1
1229.957	1
1322.947	1
1378.275	1
1475.606	1
1560.278	1
1576.038	1
1605.568	1
1748.727	1
1769.816	1
1930.74	1
1972.852	1
1997.415	1
2006.355	1
2021.989	1
2056.107	1
2151.363	1
2182.545	1
2221.259	1
2297.712	1
2323.771	1
2347.74	1
2533.058	1
2586.933	1
2610.698	1
2648.37	1
2709.792	1
2771.091	1
2788.562	1
2837.596	1
2935.426	1
2960.54	1
2981.501	1
NAN	NAN
40.29784	2
85.02131	2
158.5106	2
219.7196	2
266.3914	2
378.7863	2
415.195	2
582.8118	2
657.4653	2
728.6622	2
924.0157	2
966.4373	2
1161.935	2
1192.191	2
1238.417	2
1328.79	2
1360.314	2
1464.043	2
1494.363	2
1559.856	2
1573.111	2
1621.078	2
1653.913	2
1716.899	2
1833.616	2
1906.375	2
1931.081	2
1966.394	2
2146.046	2
2237.44	2
2256.709	2
2273.994	2
2314.026	2
2470.08	2
2504.904	2
2536.205	2
2684.535	2
2716.884	2
2766.12	2
2793.838	2
2817.146	2
2864.443	2
NAN	NAN
26.03876	3
56.10401	3
109.2084	3
172.4254	3
197.9472	3
221.0913	3
254.5355	3
292.5338	3
437.6665	3
582.6964	3
600.1949	3
661.1462	3
681.3788	3
870.817	3
1077.22	3
1173.002	3
1191.464	3
1214.918	3
1266.552	3
1312.32	3
1345.225	3
1367.307	3
1395.425	3
1421.866	3
1441.481	3
1464.545	3
1481.772	3
1501.501	3
1513.98	3
1538.424	3
1559.166	3
1581.009	3
1589.615	3
1605.89	3
1617.513	3
1638.239	3
1653.961	3
1669.29	3
1685.008	3
1702.954	3
1714.354	3
1726.371	3
1742.188	3
1754.306	3
1763.882	3
1773.634	3
1784.623	3
1794.93	3
1803.135	3
1812.168	3
1819.665	3
1827.157	3
1835.203	3
1845.021	3
1854.455	3
1865.139	3
1872.629	3
1880.304	3
1889.436	3
1900.781	3
1910.35	3
1921.358	3
1931.515	3
1939.892	3
1948.233	3
1956.191	3
1964.912	3
1974.719	3
1982.679	3
1991.686	3
2000.088	3
2008.534	3
